bairro,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,taxa_condominio,preco_aluguel,iptu_ano
Vila Olímpia,Flat,35.0,1,0,1,1,700.0,3080.0,70.0
Vila Olímpia,Apartamento,35.0,2,1,1,1,560.0,3010.0,121.0
Vila Olímpia,Flat,36.0,1,1,1,1,630.0,2380.0,70.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,3241.0,70.0
Vila Olímpia,Apartamento,54.0,2,1,1,1,618.0,5168.0,84.0
Vila Olímpia,Flat,52.0,1,1,2,1,630.0,3150.0,140.0
Vila Olímpia,Flat,40.0,1,1,1,1,630.0,2380.0,70.0
Jardim Colombo,Apartamento,70.0,1,1,2,2,648.0,1767.0,1365.0
Vila Olímpia,Apartamento,36.0,1,0,1,1,696.0,3006.0,136.0
Vila Olimpia,Flat,48.0,1,0,1,1,690.0,3003.0,147.0
Vila Carioca,Apartamento,55.0,1,0,2,1,386.0,1767.0,62.0
Indianópolis,Apartamento,126.0,3,1,3,2,1176.0,4116.0,567.0
Indianópolis,Apartamento,419.0,5,3,4,4,2800.0,12250.0,1365.0
Indianópolis,Flat,32.0,1,1,1,1,630.0,2029.0,105.0
Indianópolis,Apartamento,220.0,4,2,4,3,2660.0,11760.0,595.0
Vila Uberabinha,Apartamento,206.0,5,3,4,4,2452.0,9452.0,454.0
Moema,Flat,32.0,1,1,1,1,1176.0,2086.0,154.0
Moema,Flat,35.0,1,0,1,1,770.0,3076.0,70.0
Vila Olímpia,Flat,34.0,1,0,1,1,826.0,2073.0,96.0
Vila Olímpia,Flat,32.0,1,0,1,1,770.0,2100.0,70.0
Vila Uberabinha,Apartamento,245.0,5,3,3,4,2800.0,13846.0,770.0
Vila Olímpia,Flat,32.0,1,0,1,1,826.0,2213.0,96.0
Vila Uberabinha,Apartamento,45.0,2,0,1,1,790.0,2918.0,86.0
Indianópolis,Apartamento,310.0,4,1,4,3,2450.0,12950.0,909.0
Vila Olímpia,Flat,35.0,1,1,1,1,630.0,2450.0,70.0
Vila Uberabinha,Apartamento,240.0,4,3,4,4,2730.0,13846.0,1120.0
Vila Uberabinha,Flat,44.0,2,1,1,1,1281.0,2597.0,133.0
Vila Olimpia,Flat,32.0,1,0,1,1,770.0,2156.0,84.0
Vila Uberabinha,Flat,32.0,1,0,1,1,840.0,2029.0,140.0
Morumbi,Flat,35.0,1,0,1,1,770.0,1767.0,70.0
Vila Mariana,Flat,30.0,1,1,1,1,909.0,2170.0,140.0
Vila Clementino,Apartamento,132.0,3,3,3,2,1309.0,3758.0,240.0
Vila Uberabinha,Flat,33.0,1,1,1,1,770.0,2170.0,140.0
Vila Nova Conceição,Apartamento,82.0,2,1,1,2,700.0,6300.0,244.0
Moema,Apartamento,192.0,5,3,4,4,1994.0,13846.0,896.0
Vila Uberabinha,Flat,35.0,1,0,1,1,770.0,2221.0,70.0
Vila Nova Conceição,Apartamento,82.0,2,1,1,2,700.0,7699.0,244.0
Moema,Apartamento,192.0,5,3,3,4,1854.0,13846.0,808.0
Moema,Flat,50.0,1,1,1,1,937.0,2177.0,62.0
Moema,Flat,50.0,1,0,1,1,937.0,2107.0,62.0
Moema,Flat,48.0,1,1,1,1,739.0,4239.0,80.0
Vila Nova Conceição,Flat,120.0,1,0,1,1,1519.0,5145.0,105.0
Ipiranga,Apartamento,72.0,2,1,3,1,489.0,2240.0,77.0
Vila Nova Conceição,Apartamento,37.0,1,0,1,1,428.0,2528.0,73.0
Moema,Flat,50.0,2,1,1,1,939.0,2533.0,62.0
Vila Olímpia,Flat,43.0,1,0,1,1,454.0,2632.0,98.0
Ipiranga,Apartamento,130.0,4,1,3,1,1099.0,2849.0,198.0
Vila Clementino,Apartamento,55.0,2,0,2,1,386.0,2072.0,62.0
Moema,Flat,66.0,1,0,1,1,770.0,5047.0,70.0
Vila Nova Conceição,Apartamento,161.0,3,2,2,3,1540.0,13846.0,700.0
Vila Nova Conceição,Apartamento,68.0,2,1,1,1,616.0,5376.0,154.0
Vila Olímpia,Flat,42.0,1,0,1,1,700.0,2275.0,70.0
Vila Olímpia,Apartamento,83.0,2,1,1,1,840.0,6720.0,270.0
Moema,Flat,48.0,1,0,1,1,890.0,3420.0,81.0
Moema,Flat,35.0,1,0,1,1,770.0,5089.0,70.0
Vila Nova Conceição,Apartamento,56.0,1,0,2,1,770.0,3919.0,140.0
Vila Nova Conceição,Flat,190.0,2,1,2,2,2019.0,10867.0,332.0
Vila Nova Conceição,Flat,44.0,1,0,1,1,605.0,3066.0,84.0
Moema,Apartamento,160.0,3,1,1,2,2401.0,12901.0,463.0
Vila Nova Conceição,Flat,70.0,1,0,2,1,770.0,3930.0,70.0
Vila Nova Conceição,Apartamento,660.0,5,3,4,4,2800.0,13846.0,1365.0
Moema,Flat,48.0,1,1,1,1,770.0,3570.0,70.0
Vila Nova Conceição,Flat,48.0,1,0,1,1,1260.0,4760.0,140.0
Vila Nova Conceição,Apartamento,127.0,4,1,3,2,887.0,6137.0,261.0
Moema,Flat,48.0,1,0,1,1,770.0,5015.0,70.0
Moema,Apartamento,48.0,1,1,1,1,700.0,3709.0,140.0
Moema,Flat,48.0,1,1,1,1,805.0,4459.0,91.0
Vila Nova Conceição,Flat,60.0,1,0,2,1,728.0,4473.0,77.0
Vila Olimpia,Flat,26.0,1,0,1,1,840.0,1959.0,140.0
Vila Nova Conceição,Flat,41.0,1,1,1,1,630.0,2838.0,101.0
Vila Nova Conceição,Flat,41.0,1,0,1,1,630.0,2978.0,101.0
Jardim Vila Mariana,Apartamento,250.0,5,3,4,4,1994.0,13195.0,1309.0
Itaim Bibi,Apartamento,42.0,2,0,1,1,1414.0,5894.0,275.0
Vila Olímpia,Apartamento,36.0,1,0,1,1,805.0,4270.0,139.0
Vila Olímpia,Apartamento,42.0,1,1,1,1,2800.0,13650.0,350.0
Vila Nova Conceição,Flat,70.0,1,0,2,1,1386.0,3388.0,112.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,2593.0,70.0
Vila Nova Conceição,Apartamento,208.0,5,3,3,4,1491.0,11291.0,909.0
Vila Nova Conceição,Apartamento,150.0,4,1,4,3,1931.0,7881.0,560.0
Vila Olimpia,Flat,31.0,1,1,1,1,693.0,2233.0,105.0
Vila Olimpia,Flat,35.0,1,1,1,1,686.0,2156.0,112.0
Jardim Leonor,Apartamento,329.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Flat,35.0,1,0,1,1,770.0,2033.0,70.0
Vila Nova Conceição,Apartamento,230.0,5,2,4,4,2100.0,12600.0,1365.0
Vila Nova Conceição,Apartamento,230.0,5,2,4,4,2100.0,12600.0,1365.0
Vila Nova Conceição,Apartamento,216.0,5,2,4,4,2100.0,12600.0,1050.0
Vila Nova Conceição,Flat,43.0,1,0,1,1,1176.0,2289.0,91.0
Vila Mariana,Flat,35.0,1,1,1,1,770.0,1819.0,70.0
Vila Nova Conceição,Flat,40.0,1,1,1,1,630.0,2135.0,105.0
Vila Nova Conceição,Apartamento,165.0,3,3,3,2,1470.0,9870.0,560.0
Vila Nova Conceição,Flat,65.0,1,1,2,1,1050.0,4200.0,140.0
Jardim Vila Mariana,Apartamento,248.0,5,3,3,1,2240.0,4340.0,1365.0
Vila Nova Conceição,Flat,45.0,1,1,1,1,1190.0,2247.0,202.0
Jardim Vila Mariana,Apartamento,250.0,2,3,3,3,2029.0,5180.0,81.0
Vila Nova Conceição,Apartamento,223.0,3,3,3,4,2800.0,13846.0,1190.0
Vila Clementino,Flat,30.0,1,1,1,1,546.0,1767.0,125.0
Vila Clementino,Apartamento,97.0,3,1,3,3,1155.0,3674.0,366.0
Vila Olímpia,Apartamento,127.0,5,3,3,3,1050.0,9450.0,350.0
Vila Olímpia,Apartamento,94.0,2,1,1,2,728.0,5768.0,210.0
Vila Olímpia,Apartamento,127.0,5,3,3,3,1155.0,8119.0,325.0
Indianópolis,Apartamento,360.0,5,3,4,4,2800.0,13846.0,1365.0
Cidade Monções,Flat,29.0,1,1,1,4,1295.0,2135.0,105.0
Moema,Apartamento,140.0,4,3,4,2,1036.0,4886.0,471.0
Morumbi,Flat,40.0,1,0,1,1,595.0,1767.0,105.0
Morumbi,Flat,35.0,1,0,1,1,770.0,1767.0,70.0
Brooklin Paulista,Apartamento,84.0,3,1,2,2,735.0,6195.0,280.0
Vila Olímpia,Flat,140.0,3,2,2,1,1889.0,8666.0,434.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,754.0,2272.0,177.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,1085.0,2156.0,84.0
Vila Olímpia,Flat,33.0,1,1,1,1,595.0,2376.0,213.0
Vila Olímpia,Flat,33.0,1,1,1,1,595.0,2373.0,77.0
Vila Olímpia,Apartamento,93.0,2,1,2,2,724.0,5624.0,196.0
Vila Nova Conceição,Flat,54.0,1,1,1,1,532.0,4256.0,154.0
Vila Nova Conceição,Apartamento,155.0,4,3,3,3,1233.0,13846.0,508.0
Moema,Apartamento,339.0,5,3,4,4,2800.0,13846.0,1365.0
Moema,Apartamento,330.0,4,2,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Apartamento,319.0,5,3,4,4,2800.0,13846.0,1365.0
Chácara Itaim,Apartamento,262.0,5,3,3,4,2800.0,13846.0,840.0
Vila Nova Conceição,Apartamento,676.0,1,3,4,4,2800.0,13846.0,1365.0
Jardim Vila Mariana,Apartamento,328.0,5,3,3,4,1959.0,13846.0,1365.0
Vila Mariana,Apartamento,177.0,5,3,3,3,1148.0,11648.0,489.0
Vila Nova Conceição,Apartamento,180.0,4,1,4,3,1959.0,10360.0,1050.0
Vila Nova Conceição,Apartamento,675.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Flat,48.0,1,0,1,1,749.0,5516.0,84.0
Vila Nova Conceição,Apartamento,215.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Apartamento,48.0,1,0,1,1,770.0,4270.0,163.0
Itaim Bibi,Flat,32.0,1,1,1,1,840.0,2492.0,237.0
Itaim Bibi,Flat,32.0,1,1,1,1,840.0,2310.0,140.0
Moema,Apartamento,128.0,2,1,3,1,899.0,6149.0,211.0
Vila Nova Conceição,Apartamento,163.0,5,3,3,2,1750.0,7349.0,385.0
Itaim Bibi,Apartamento,100.0,3,2,2,2,1445.0,9425.0,374.0
Jardim Vila Mariana,Apartamento,208.0,3,3,4,3,2450.0,7629.0,770.0
Itaim Bibi,Flat,70.0,1,0,2,1,944.0,3716.0,133.0
Itaim Bibi,Apartamento,129.0,2,1,2,2,1571.0,8571.0,489.0
Itaim Bibi,Flat,35.0,1,0,1,1,770.0,3101.0,70.0
Itaim Bibi,Flat,45.0,1,0,1,1,770.0,2359.0,91.0
Itaim Bibi,Flat,45.0,1,0,1,1,770.0,3059.0,91.0
Itaim Bibi,Apartamento,92.0,2,2,2,2,720.0,7370.0,1365.0
Itaim Bibi,Flat,45.0,1,1,2,1,700.0,3570.0,210.0
Itaim Bibi,Apartamento,70.0,1,1,1,1,1889.0,4690.0,210.0
Vila Mariana,Flat,79.0,1,1,1,1,1050.0,5075.0,175.0
Ipiranga,Kitnet,40.0,1,0,1,1,386.0,1767.0,62.0
Itaim Bibi,Apartamento,43.0,1,0,1,1,956.0,2863.0,77.0
Ipiranga,Apartamento,125.0,5,3,3,2,616.0,2856.0,84.0
Parque da Vila Prudente,Apartamento,67.0,2,1,3,1,521.0,1767.0,62.0
Itaim Bibi,Flat,40.0,1,1,1,1,693.0,2520.0,70.0
Itaim Bibi,Flat,40.0,1,0,1,1,693.0,2737.0,72.0
Itaim Bibi,Flat,45.0,1,0,1,1,866.0,3034.0,114.0
Itaim Bibi,Flat,38.0,1,0,1,1,770.0,3441.0,70.0
Itaim Bibi,Flat,40.0,1,0,1,1,979.0,3234.0,125.0
Itaim Bibi,Flat,40.0,1,0,1,1,979.0,3514.0,125.0
Chácara Itaim,Apartamento,152.0,3,1,2,1,1190.0,5740.0,140.0
Itaim Bibi,Apartamento,240.0,3,1,3,2,1819.0,8820.0,350.0
Moema,Flat,120.0,5,1,4,2,1839.0,5977.0,382.0
Moema,Flat,55.0,1,0,1,1,840.0,2170.0,140.0
Indianópolis,Flat,28.0,1,1,1,1,909.0,1767.0,70.0
Moema,Apartamento,208.0,5,2,4,2,2552.0,5702.0,744.0
Ipiranga,Apartamento,57.0,2,1,2,2,509.0,2259.0,70.0
Vila Uberabinha,Apartamento,90.0,1,1,2,2,2029.0,5530.0,189.0
Moema,Apartamento,210.0,5,3,4,3,1819.0,9030.0,617.0
Moema,Apartamento,140.0,5,3,4,2,1036.0,4886.0,475.0
Indianópolis,Flat,40.0,1,1,1,1,840.0,2079.0,91.0
Indianópolis,Flat,45.0,1,1,1,1,630.0,1889.0,70.0
Vila Olímpia,Apartamento,40.0,1,0,1,1,407.0,2857.0,133.0
Vila Olímpia,Apartamento,35.0,1,0,1,1,463.0,2563.0,88.0
Vila Olímpia,Flat,48.0,1,0,2,2,1190.0,2940.0,210.0
Vila Olímpia,Flat,60.0,2,1,2,1,770.0,2954.0,70.0
Vila Olímpia,Flat,52.0,1,1,1,1,1050.0,2310.0,140.0
Vila Olímpia,Apartamento,35.0,1,0,1,1,475.0,2716.0,84.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,3374.0,70.0
Vila Carioca,Apartamento,52.0,1,1,2,1,386.0,1767.0,62.0
Moema,Apartamento,320.0,5,3,3,4,2800.0,13846.0,1365.0
Indianópolis,Apartamento,80.0,1,1,2,1,721.0,5271.0,630.0
Moema,Flat,32.0,1,1,1,1,909.0,2226.0,84.0
Vila Uberabinha,Apartamento,630.0,5,3,4,4,2800.0,13846.0,1365.0
Indianópolis,Flat,38.0,1,1,1,1,909.0,2100.0,140.0
Ipiranga,Apartamento,113.0,3,2,4,3,569.0,3019.0,263.0
Vila Nova Conceição,Apartamento,233.0,5,3,3,3,1330.0,13846.0,840.0
Vila Olimpia,Flat,32.0,1,0,1,1,826.0,2356.0,93.0
Vila Olímpia,Flat,30.0,1,0,1,1,812.0,2485.0,105.0
Moema,Apartamento,287.0,5,2,4,4,2569.0,13846.0,1260.0
Vila Olímpia,Flat,35.0,1,1,1,1,630.0,2240.0,70.0
Ipiranga,Apartamento,185.0,5,3,4,3,1295.0,4024.0,376.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,2369.0,70.0
Moema,Apartamento,287.0,3,2,3,4,2800.0,13846.0,1365.0
Itaim Bibi,Apartamento,82.0,2,2,2,2,770.0,3989.0,210.0
Morumbi,Apartamento,83.0,2,1,3,1,578.0,2328.0,84.0
Vila Olímpia,Flat,30.0,1,1,1,1,819.0,3269.0,127.0
Jardim Panorama,Apartamento,301.0,1,0,3,4,2800.0,13846.0,1365.0
Vila Clementino,Apartamento,180.0,5,3,3,2,1330.0,4130.0,210.0
Vila Mariana,Flat,30.0,1,1,1,1,1317.0,2240.0,139.0
Moema,Apartamento,449.0,4,3,4,4,2660.0,13846.0,1365.0
Vila Uberabinha,Flat,35.0,1,0,1,1,770.0,2214.0,70.0
Vila Uberabinha,Flat,33.0,1,1,1,1,805.0,2240.0,140.0
Vila Olimpia,Flat,48.0,1,0,1,2,1470.0,6300.0,134.0
Vila Nova Conceição,Apartamento,82.0,2,1,1,2,700.0,6300.0,244.0
Vila Uberabinha,Flat,35.0,1,0,1,1,760.0,2160.0,81.0
Vila Uberabinha,Flat,33.0,1,0,1,1,770.0,2170.0,140.0
Moema,Flat,50.0,1,1,1,1,1010.0,2925.0,62.0
Vila Nova Conceição,Apartamento,311.0,5,3,4,4,2800.0,13846.0,979.0
Moema,Flat,44.0,1,1,1,1,887.0,3313.0,62.0
Moema,Flat,46.0,1,1,1,1,630.0,3430.0,70.0
Moema,Apartamento,156.0,2,3,3,4,2520.0,13846.0,445.0
Moema,Flat,45.0,1,1,1,1,1400.0,2870.0,70.0
Vila Olímpia,Flat,43.0,1,0,1,1,399.0,2022.0,78.0
Moema,Flat,50.0,1,1,1,1,1010.0,2925.0,62.0
Vila Olímpia,Flat,44.0,1,1,1,1,560.0,2170.0,70.0
Vila Nova Conceição,Apartamento,40.0,1,0,1,1,770.0,2800.0,70.0
Vila Olímpia,Flat,43.0,1,1,1,1,630.0,1959.0,70.0
Moema,Apartamento,44.0,1,0,1,1,840.0,2660.0,140.0
Moema,Flat,48.0,1,1,1,1,770.0,3570.0,140.0
Moema,Flat,48.0,1,1,1,1,1000.0,3681.0,98.0
Vila Nova Conceição,Apartamento,157.0,3,2,2,2,1276.0,12476.0,420.0
Vila Nova Conceição,Apartamento,127.0,1,0,3,2,909.0,5110.0,210.0
Vila Olímpia,Flat,31.0,1,0,1,1,909.0,1959.0,140.0
Vila Olímpia,Flat,31.0,1,1,1,1,861.0,2345.0,175.0
Vila Clementino,Flat,35.0,1,1,1,1,1260.0,2660.0,140.0
Vila Olímpia,Flat,31.0,1,1,1,1,861.0,2331.0,175.0
Vila Nova Conceição,Flat,40.0,1,1,1,1,2029.0,4217.0,157.0
Vila Nova Conceição,Flat,41.0,1,1,1,1,630.0,2520.0,70.0
Vila Nova Conceição,Flat,48.0,1,0,1,1,739.0,4589.0,179.0
Vila Nova Conceição,Flat,41.0,1,0,1,1,630.0,3048.0,101.0
Vila Clementino,Apartamento,178.0,4,3,3,2,1610.0,5950.0,466.0
Vila Clementino,Flat,35.0,1,0,1,1,525.0,2205.0,100.0
Vila Nova Conceição,Apartamento,145.0,3,1,3,2,2086.0,6286.0,420.0
Vila Olímpia,Apartamento,52.0,2,1,1,1,560.0,4410.0,140.0
Vila Nova Conceição,Flat,65.0,1,0,2,2,1157.0,3744.0,105.0
Vila Nova Conceição,Flat,65.0,1,0,2,1,1157.0,3744.0,105.0
Vila Nova Conceição,Flat,45.0,1,0,1,1,630.0,2380.0,70.0
Vila Clementino,Flat,35.0,1,0,1,1,770.0,1771.0,70.0
Vila Clementino,Flat,35.0,1,0,1,1,770.0,1942.0,70.0
Vila Clementino,Flat,28.0,1,0,1,1,521.0,1812.0,77.0
Jardim Leonor,Apartamento,328.0,4,1,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Flat,45.0,1,1,1,1,754.0,2294.0,177.0
Vila Nova Conceição,Flat,44.0,1,0,1,1,932.0,3793.0,62.0
Vila Nova Conceição,Apartamento,208.0,5,3,3,4,1491.0,11291.0,909.0
Vila Nova Conceição,Apartamento,222.0,4,3,3,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Apartamento,45.0,1,0,1,1,1284.0,3384.0,93.0
Vila Nova Conceição,Apartamento,183.0,5,1,4,3,1833.0,9533.0,435.0
Vila Clementino,Apartamento,105.0,2,1,2,2,875.0,4235.0,182.0
Vila Nova Conceição,Flat,45.0,1,1,1,1,1126.0,2170.0,140.0
Vila Nova Conceição,Apartamento,222.0,5,3,3,4,2800.0,13846.0,1190.0
Vila Olímpia,Apartamento,93.0,4,2,2,2,742.0,6335.0,196.0
Vila Mariana,Apartamento,222.0,5,3,4,4,1400.0,13650.0,840.0
Vila Olímpia,Apartamento,127.0,4,3,3,3,1078.0,8042.0,297.0
Ipiranga,Apartamento,66.0,2,1,2,1,386.0,1959.0,70.0
Brooklin Paulista,Flat,40.0,1,1,1,1,1260.0,2310.0,140.0
Vila Olímpia,Flat,50.0,1,1,2,1,700.0,2590.0,70.0
Vila Olímpia,Flat,130.0,1,3,3,2,1575.0,9275.0,313.0
Vila Olímpia,Apartamento,210.0,5,3,3,3,1400.0,13846.0,700.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,1085.0,2296.0,84.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,840.0,2366.0,154.0
Vila Nova Conceição,Apartamento,54.0,1,1,1,1,539.0,5789.0,91.0
Vila Nova Conceição,Apartamento,274.0,5,3,4,4,2660.0,9660.0,1365.0
Vila Nova Conceição,Apartamento,142.0,4,3,1,2,1652.0,5852.0,489.0
Jardim Vila Mariana,Apartamento,120.0,1,0,3,2,871.0,3811.0,375.0
Vila Nova Conceição,Apartamento,433.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Apartamento,180.0,4,1,4,3,1959.0,10360.0,1050.0
Vila Nova Conceição,Apartamento,676.0,1,3,4,4,2800.0,13846.0,1365.0
Vila Nova Conceição,Apartamento,45.0,1,0,1,1,616.0,2576.0,62.0
Vila Nova Conceição,Apartamento,69.0,2,0,2,1,947.0,4097.0,179.0
Vila Nova Conceição,Apartamento,45.0,1,0,1,1,616.0,2576.0,62.0
Vila Nova Conceição,Apartamento,128.0,1,1,3,2,735.0,5285.0,178.0
Ipiranga,Apartamento,79.0,2,1,3,2,532.0,2562.0,86.0
Vila Nova Conceição,Apartamento,250.0,5,3,3,4,1194.0,13094.0,750.0
Jardim Vila Mariana,Apartamento,163.0,4,3,3,3,1078.0,6664.0,672.0
Vila Progredior,Apartamento,115.0,2,1,1,2,1229.0,3679.0,344.0
Itaim Bibi,Flat,38.0,1,1,1,1,553.0,2320.0,129.0
Vila Mariana,Apartamento,135.0,3,1,3,2,1183.0,5383.0,275.0
Itaim Bibi,Apartamento,524.0,5,2,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Flat,70.0,1,0,2,1,610.0,4445.0,105.0
Itaim Bibi,Flat,45.0,1,0,1,1,770.0,2709.0,91.0
Itaim Bibi,Flat,45.0,1,1,1,1,630.0,3080.0,70.0
Itaim Bibi,Apartamento,167.0,3,2,2,2,1470.0,13118.0,322.0
Itaim Bibi,Flat,47.0,1,0,1,1,462.0,2352.0,96.0
Itaim Bibi,Flat,29.0,1,1,1,1,909.0,2240.0,140.0
Itaim Bibi,Apartamento,50.0,1,0,1,1,770.0,3150.0,62.0
Vila Mariana,Apartamento,167.0,5,3,3,4,1593.0,6983.0,756.0
Vila Mariana,Apartamento,167.0,4,3,3,4,1593.0,6945.0,1365.0
Vila Mariana,Apartamento,100.0,1,0,3,1,700.0,4200.0,62.0
Vila Mariana,Apartamento,90.0,2,0,2,1,510.0,2611.0,100.0
Vila Nova Conceição,Flat,45.0,1,1,1,1,630.0,3080.0,70.0
Jardim Paulista,Flat,36.0,1,0,1,1,770.0,2870.0,70.0
Itaim Bibi,Apartamento,110.0,5,3,3,2,979.0,4830.0,375.0
Itaim Bibi,Flat,40.0,1,1,1,1,630.0,2590.0,70.0
Itaim Bibi,Flat,32.0,1,0,1,1,1540.0,2674.0,196.0
Itaim Bibi,Flat,46.0,1,1,1,1,979.0,3709.0,140.0
Vila Mariana,Apartamento,185.0,4,2,4,2,1260.0,5460.0,420.0
Itaim Bibi,Flat,44.0,1,0,1,1,595.0,2366.0,84.0
Chácara Itaim,Apartamento,540.0,5,2,4,4,2800.0,13846.0,728.0
Itaim Bibi,Flat,44.0,1,0,1,1,595.0,2748.0,62.0
Jardim Teresa,Apartamento,96.0,1,1,3,2,686.0,1767.0,112.0
Itaim Bibi,Apartamento,36.0,1,1,1,1,961.0,3201.0,210.0
Pinheiros,Flat,35.0,1,1,1,1,868.0,2450.0,140.0
Itaim Bibi,Apartamento,98.0,3,2,2,1,944.0,4094.0,210.0
Itaim Bibi,Flat,37.0,1,1,2,1,1309.0,6853.0,147.0
Itaim Bibi,Apartamento,221.0,5,3,3,2,1750.0,8750.0,489.0
Jardim Europa,Apartamento,412.0,4,3,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Apartamento,45.0,1,0,1,1,437.0,3377.0,62.0
Itaim Bibi,Flat,35.0,1,0,1,1,770.0,2530.0,70.0
Itaim Bibi,Flat,35.0,1,1,1,1,979.0,4200.0,70.0
Jardim Paulistano,Apartamento,99.0,3,2,2,2,1759.0,9459.0,388.0
Itaim Bibi,Flat,33.0,1,1,1,1,1050.0,2450.0,70.0
Itaim Bibi,Flat,36.0,1,0,1,1,1052.0,2795.0,144.0
Itaim Bibi,Apartamento,360.0,5,3,4,3,1680.0,11480.0,958.0
Itaim Bibi,Apartamento,240.0,1,3,3,3,1680.0,10080.0,700.0
Sacomã,Apartamento,60.0,1,0,2,1,386.0,2124.0,84.0
Saúde,Apartamento,97.0,3,1,2,2,665.0,3115.0,122.0
Vila da Saúde,Apartamento,100.0,3,1,3,2,700.0,2800.0,196.0
Brooklin Paulista,Flat,60.0,1,0,2,1,1260.0,3849.0,280.0
Campo Belo,Apartamento,250.0,5,3,4,3,2800.0,7011.0,1199.0
Brooklin Paulista,Apartamento,69.0,1,0,2,1,553.0,3353.0,105.0
Vila Suzana,Apartamento,244.0,5,3,4,4,1750.0,5950.0,770.0
Vila Suzana,Apartamento,76.0,2,0,3,1,503.0,2043.0,62.0
Vila Suzana,Apartamento,114.0,4,2,4,3,840.0,2695.0,140.0
Brooklin Paulista,Apartamento,180.0,3,1,3,2,1218.0,4718.0,350.0
Saúde,Apartamento,56.0,2,1,2,2,489.0,2310.0,62.0
Indianópolis,Flat,37.0,1,1,1,1,420.0,2029.0,70.0
Indianópolis,Flat,38.0,1,0,1,1,700.0,4480.0,70.0
Brooklin Novo,Flat,44.0,1,1,1,1,558.0,1858.0,101.0
Lauzane Paulista,Apartamento,122.0,4,3,3,3,722.0,4096.0,201.0
Brooklin Paulista,Apartamento,42.0,1,0,1,1,386.0,3486.0,70.0
Moema,Flat,37.0,1,0,1,1,386.0,1767.0,87.0
Sacomã,Apartamento,65.0,1,0,2,1,386.0,2069.0,70.0
Sacomã,Apartamento,65.0,1,0,2,1,386.0,1767.0,62.0
Indianópolis,Flat,36.0,1,0,1,1,840.0,1959.0,140.0
Moema,Flat,37.0,1,0,1,1,386.0,1990.0,109.0
Indianópolis,Flat,36.0,1,1,1,1,805.0,1767.0,70.0
Planalto Paulista,Apartamento,227.0,4,2,4,3,2730.0,9730.0,1190.0
Indianópolis,Flat,36.0,1,1,1,1,696.0,1956.0,143.0
Vila Suzana,Apartamento,310.0,5,3,4,4,1433.0,4933.0,979.0
Brooklin Paulista,Apartamento,35.0,1,0,1,1,386.0,3010.0,62.0
Brooklin Paulista,Apartamento,44.0,1,1,1,1,386.0,2590.0,105.0
Real Parque,Apartamento,80.0,2,1,1,1,629.0,1784.0,102.0
Vila Suzana,Apartamento,220.0,5,3,3,3,1610.0,4410.0,700.0
Real Parque,Apartamento,250.0,3,3,3,3,2240.0,4690.0,756.0
Real Parque,Apartamento,94.0,3,0,3,2,863.0,2683.0,210.0
Brooklin Paulista,Apartamento,90.0,3,1,3,2,637.0,3926.0,115.0
Planalto Paulista,Apartamento,200.0,3,2,4,3,1750.0,8049.0,714.0
Indianópolis,Apartamento,238.0,3,3,3,4,2800.0,9590.0,909.0
Indianópolis,Apartamento,100.0,2,1,3,2,803.0,3253.0,247.0
Saúde,Flat,35.0,1,1,1,1,770.0,1889.0,70.0
Saúde,Flat,41.0,1,0,1,1,840.0,1767.0,140.0
Cidade Monções,Apartamento,65.0,2,0,3,2,569.0,2809.0,172.0
Brooklin Novo,Apartamento,315.0,5,3,4,4,2800.0,12810.0,1101.0
Indianópolis,Apartamento,358.0,5,2,4,3,2800.0,7979.0,1365.0
Indianópolis,Apartamento,70.0,2,1,2,1,489.0,4690.0,140.0
Indianópolis,Apartamento,190.0,5,3,3,3,1092.0,6972.0,459.0
Vila Gumercindo,Apartamento,65.0,2,1,2,2,560.0,1889.0,105.0
Vila Moinho Velho,Apartamento,70.0,2,1,3,1,634.0,1767.0,62.0
Indianópolis,Apartamento,131.0,3,1,3,2,1190.0,4130.0,315.0
Itaim Bibi,Flat,35.0,1,0,1,1,770.0,2047.0,70.0
Cidade Monções,Apartamento,178.0,3,3,4,3,1106.0,7056.0,576.0
Planalto Paulista,Apartamento,228.0,1,3,4,4,2273.0,5073.0,1148.0
Indianópolis,Apartamento,155.0,5,3,4,3,2800.0,5110.0,909.0
