bairro,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,taxa_condominio,preco_aluguel,iptu_ano
Itaim Bibi,Apartamento,37.0,1,1,1,1,1313.0,3649.0,199.0
Pompeia,Flat,38.0,1,0,1,1,550.0,1985.0,103.0
Higienópolis,Apartamento,235.0,4,1,3,2,2059.0,8289.0,463.0
Vila Andrade,Apartamento,171.0,1,2,4,3,822.0,4182.0,488.0
Brooklin Paulista,Apartamento,208.0,3,3,4,3,2520.0,13020.0,909.0
Bela Vista,Flat,32.0,1,1,1,1,808.0,2177.0,140.0
Vila do Encontro,Apartamento,44.0,1,0,1,1,386.0,1767.0,98.0
Brooklin,Apartamento,120.0,4,1,3,2,1372.0,4172.0,468.0
Jardim Europa,Flat,40.0,1,0,1,1,892.0,3353.0,147.0
Jardins,Flat,60.0,1,0,2,1,1050.0,3849.0,70.0
Vila Mariana,Apartamento,51.0,1,0,1,1,489.0,2100.0,87.0
Jardim Paulista,Apartamento,190.0,1,3,3,4,1750.0,13650.0,739.0
Bela Vista,Flat,48.0,1,1,1,1,1190.0,2660.0,140.0
Jardim Paulista,Flat,47.0,1,1,1,1,700.0,2379.0,70.0
Vila Gertrudes,Flat,50.0,1,1,1,1,560.0,3500.0,140.0
Consolação,Flat,28.0,1,1,1,1,770.0,2058.0,112.0
Jardim Paulista,Flat,42.0,1,0,1,1,567.0,2422.0,77.0
Cerqueira César,Flat,30.0,1,1,1,1,1260.0,2240.0,140.0
Pinheiros,Flat,43.0,1,1,1,1,489.0,3360.0,62.0
Moema,Apartamento,220.0,1,3,4,4,1610.0,7140.0,1036.0
Vila Nova Conceição,Apartamento,185.0,1,0,4,3,1970.0,11770.0,960.0
Jardim Paulista,Flat,150.0,1,0,2,1,2192.0,5342.0,384.0
Vila Suzana,Apartamento,75.0,3,1,2,1,525.0,1767.0,84.0
Vila Suzana,Apartamento,140.0,4,1,3,2,1190.0,3150.0,475.0
Jardim Paulista,Flat,27.0,1,0,1,1,386.0,2429.0,62.0
Indianópolis,Flat,30.0,1,1,1,1,539.0,1767.0,161.0
Vila Sofia,Apartamento,120.0,4,2,3,2,641.0,3441.0,210.0
Jardim Europa,Apartamento,260.0,1,3,3,4,2800.0,13846.0,1365.0
Itaim Bibi,Apartamento,116.0,2,1,3,1,840.0,3570.0,140.0
Jardim Parque Morumbi,Apartamento,70.0,1,1,3,2,420.0,1767.0,105.0
Jardim Ampliação,Apartamento,200.0,1,2,4,3,2029.0,4130.0,686.0
Moema,Flat,55.0,1,1,1,1,869.0,2244.0,65.0
Cidade Monções,Flat,60.0,2,0,2,1,805.0,2555.0,175.0
Moema,Apartamento,200.0,1,3,1,4,1498.0,10598.0,1050.0
Planalto Paulista,Apartamento,155.0,1,3,3,2,902.0,10003.0,315.0
Vila Olímpia,Flat,34.0,1,0,1,1,630.0,2310.0,70.0
Jardim Paulista,Flat,42.0,1,0,1,1,1260.0,2359.0,140.0
Itaim Bibi,Flat,35.0,1,1,1,1,1484.0,2324.0,125.0
Vila Nova Conceição,Apartamento,44.0,1,1,1,1,560.0,2450.0,71.0
Jardim Paulista,Apartamento,130.0,1,1,3,2,875.0,4375.0,273.0
Vila Clementino,Apartamento,60.0,1,0,2,1,533.0,1863.0,88.0
Barra Funda,Apartamento,54.0,1,0,1,1,686.0,2436.0,62.0
Cerqueira César,Flat,110.0,3,3,3,1,2100.0,8189.0,210.0
Indianópolis,Apartamento,348.0,2,2,4,3,2800.0,7979.0,1365.0
Jardim Paulista,Flat,29.0,1,1,1,1,630.0,2114.0,125.0
Paraíso,Flat,31.0,1,1,1,1,840.0,2135.0,105.0
Jardim Paulista,Flat,28.0,1,1,1,1,979.0,2240.0,140.0
Jardim Paulista,Flat,27.0,1,1,1,1,386.0,2289.0,62.0
Real Parque,Apartamento,412.0,5,3,3,3,2730.0,13846.0,1365.0
Indianópolis,Flat,56.0,1,0,2,1,882.0,3737.0,62.0
Jardim Paulista,Flat,33.0,1,1,1,1,840.0,2191.0,118.0
Jardim Campo Grande,Apartamento,163.0,5,3,3,3,944.0,4445.0,280.0
Cerqueira César,Flat,30.0,1,0,1,1,979.0,2695.0,140.0
Jardim Paulista,Apartamento,185.0,1,1,3,1,1889.0,5390.0,284.0
Moema,Apartamento,40.0,1,0,1,1,979.0,2170.0,70.0
Vila Regente Feijó,Apartamento,77.0,1,1,1,2,549.0,3099.0,260.0
Jardins,Flat,35.0,1,1,1,1,770.0,2100.0,70.0
Vila Andrade,Apartamento,72.0,2,1,3,2,630.0,2100.0,109.0
Jardim Ampliação,Apartamento,200.0,3,2,4,3,1917.0,3318.0,522.0
Cerqueira César,Flat,30.0,1,0,1,1,979.0,2450.0,140.0
Jardins,Flat,35.0,1,1,1,1,1105.0,1989.0,110.0
Perdizes,Apartamento,171.0,1,3,4,3,1261.0,6161.0,560.0
Perdizes,Flat,37.0,1,1,1,1,840.0,1889.0,140.0
Consolação,Flat,28.0,1,1,1,1,937.0,2128.0,112.0
Consolação,Flat,40.0,1,0,1,1,386.0,1970.0,62.0
Jardim Paulista,Flat,29.0,1,1,1,1,630.0,2130.0,109.0
Indianópolis,Apartamento,126.0,1,1,3,2,1176.0,4326.0,567.0
Paraíso,Flat,31.0,1,1,1,1,840.0,2275.0,105.0
Jardim Paulista,Flat,28.0,1,1,1,1,1007.0,2407.0,170.0
Vila Suzana,Flat,35.0,1,1,1,1,475.0,1767.0,77.0
Vila Ipojuca,Apartamento,90.0,3,1,3,2,503.0,3444.0,251.0
Jardins,Flat,55.0,1,1,1,1,1400.0,2821.0,118.0
Jardim Anália Franco,Apartamento,120.0,1,3,3,4,979.0,2870.0,646.0
Móoca,Apartamento,80.0,2,1,3,2,489.0,1819.0,62.0
Cerqueira César,Flat,30.0,1,1,1,1,935.0,3035.0,180.0
Moema,Flat,33.0,1,1,1,1,902.0,1889.0,70.0
Indianópolis,Flat,70.0,1,0,1,1,700.0,3220.0,280.0
Consolação,Flat,52.0,1,0,1,1,861.0,2653.0,147.0
Moema,Apartamento,50.0,1,1,1,1,770.0,4620.0,125.0
Cidade Monções,Apartamento,47.0,1,0,1,1,525.0,2975.0,131.0
Jardim Brasil (Zona Sul),Apartamento,121.0,4,1,3,2,1039.0,2229.0,280.0
Vila Mariana,Flat,23.0,1,1,1,1,840.0,2240.0,70.0
Vila Clementino,Flat,28.0,1,0,1,1,609.0,1959.0,70.0
Vila Sofia,Apartamento,120.0,4,1,3,2,875.0,3325.0,250.0
Jardim Paulista,Flat,28.0,1,1,1,1,1050.0,2001.0,98.0
Consolação,Flat,52.0,1,0,1,1,861.0,3073.0,147.0
Jardim Paulista,Flat,35.0,1,0,1,1,840.0,2450.0,140.0
Cerqueira César,Flat,30.0,1,1,1,1,840.0,2310.0,140.0
São Paulo,Flat,28.0,1,0,1,1,840.0,2029.0,140.0
Perdizes,Apartamento,40.0,1,1,1,1,444.0,1767.0,62.0
Cerqueira César,Flat,29.0,1,1,1,1,840.0,2471.0,118.0
Jardim Paulista,Flat,30.0,1,1,1,1,1120.0,2240.0,140.0
Jardim Paulista,Flat,35.0,1,0,1,1,602.0,2029.0,77.0
Jd Paulista,Flat,84.0,2,0,2,2,1009.0,3368.0,133.0
Perdizes,Apartamento,220.0,1,3,3,3,1857.0,7457.0,789.0
Jardim Fonte do Morumbi,Apartamento,190.0,1,3,3,4,1959.0,4760.0,840.0
Indianópolis,Apartamento,214.0,1,3,3,4,2800.0,11827.0,986.0
Cerqueira César,Apartamento,116.0,1,1,3,1,1286.0,3386.0,181.0
Jardim Paulista,Apartamento,230.0,2,2,2,2,1680.0,10080.0,909.0
Cidade Monções,Apartamento,220.0,1,3,3,2,2029.0,6930.0,486.0
Santo Amaro,Apartamento,72.0,2,0,2,1,597.0,2312.0,70.0
Vila Sofia,Apartamento,85.0,1,1,3,2,1021.0,2001.0,156.0
Jardins,Apartamento,53.0,1,0,1,1,489.0,3500.0,91.0
Jardim Caboré,Apartamento,64.0,2,1,3,2,386.0,1785.0,118.0
Cerqueira César,Flat,40.0,1,0,1,1,714.0,2324.0,125.0
São Paulo,Apartamento,230.0,1,1,2,2,1526.0,5726.0,285.0
Santo Amaro,Apartamento,338.0,5,3,1,4,2800.0,13365.0,941.0
Brooklin Paulista,Apartamento,180.0,1,1,3,2,1088.0,4238.0,274.0
Brooklin Paulista,Apartamento,237.0,1,3,4,3,1819.0,7349.0,560.0
Bela Vista,Flat,48.0,1,0,1,1,735.0,2345.0,105.0
Jardim Paulista,Flat,30.0,1,0,1,1,616.0,2015.0,84.0
Itaim Bibi,Flat,36.0,1,0,1,1,979.0,2653.0,147.0
Morumbi,Apartamento,165.0,3,3,3,4,1561.0,6216.0,454.0
Indianópolis,Apartamento,310.0,1,3,3,4,2800.0,13846.0,1140.0
Vila Mariana,Apartamento,140.0,1,1,2,1,630.0,3080.0,109.0
Vila Mariana,Flat,35.0,1,1,1,1,979.0,1889.0,70.0
Paraíso,Apartamento,160.0,1,1,3,2,1190.0,7140.0,489.0
Santo Amaro,Apartamento,370.0,5,3,4,4,1877.0,13077.0,1241.0
Jardim Paulista,Flat,30.0,1,0,1,1,979.0,2590.0,70.0
Jardim Paulista,Apartamento,270.0,1,1,3,4,2029.0,9730.0,524.0
Perdizes,Flat,33.0,1,1,1,1,700.0,1767.0,70.0
Santana,Flat,32.0,1,0,1,1,875.0,1959.0,70.0
Vila Nova Conceição,Flat,48.0,1,0,1,1,889.0,4802.0,98.0
Perdizes,Flat,38.0,1,0,1,1,721.0,2149.0,91.0
Jardim Paulista,Flat,30.0,1,0,1,1,546.0,1767.0,77.0
Indianópolis,Flat,26.0,1,0,1,1,840.0,1959.0,140.0
Jardim Paulista,Flat,36.0,1,0,1,1,826.0,1882.0,147.0
Vila Nova Conceição,Flat,34.0,1,1,1,1,489.0,2205.0,175.0
Santa Cecília,Apartamento,150.0,1,1,3,1,1120.0,4340.0,259.0
Jardim Paulista,Flat,28.0,1,1,1,1,979.0,2170.0,140.0
Paraíso,Apartamento,550.0,3,3,4,4,2800.0,13846.0,1365.0
Moema,Flat,38.0,1,0,1,1,630.0,2029.0,70.0
Itaim Bibi,Apartamento,35.0,1,0,1,1,1400.0,3535.0,315.0
Consolação,Flat,27.0,1,0,1,1,840.0,2029.0,140.0
Moema,Apartamento,130.0,1,1,3,2,979.0,4480.0,210.0
Vila Andrade,Apartamento,75.0,3,2,2,2,506.0,2326.0,123.0
Lar São Paulo,Apartamento,75.0,2,1,3,2,525.0,2415.0,140.0
Itaim Bibi,Flat,32.0,1,0,1,1,707.0,2303.0,77.0
Indianópolis,Apartamento,236.0,1,1,2,1,1901.0,10301.0,998.0
Vila Sofia,Apartamento,74.0,1,1,3,2,454.0,1785.0,62.0
Vila Andrade,Casa,550.0,1,3,4,3,2800.0,13846.0,1365.0
Jardim Paulista,Apartamento,60.0,1,0,1,1,2247.0,12747.0,555.0
Vila Mariana,Apartamento,40.0,1,1,1,1,489.0,3779.0,91.0
Vila Clementino,Flat,29.0,1,1,1,1,909.0,2029.0,70.0
Cerqueira César,Flat,27.0,1,1,1,1,489.0,2047.0,62.0
Indianópolis,Flat,94.0,1,0,1,1,630.0,3150.0,91.0
Saúde,Flat,41.0,1,0,1,1,406.0,1805.0,84.0
Indianópolis,Flat,37.0,1,1,1,1,882.0,2352.0,62.0
Indianópolis,Flat,94.0,1,1,2,2,2450.0,5075.0,175.0
Vila Nova Conceição,Flat,40.0,1,1,1,1,623.0,1952.0,77.0
Moema,Flat,45.0,1,0,1,1,840.0,1819.0,70.0
Moema,Flat,45.0,1,0,1,1,840.0,2597.0,203.0
Campo Belo,Apartamento,216.0,1,2,4,3,1575.0,6580.0,420.0
Jardim Marajoara,Apartamento,72.0,2,0,2,1,386.0,1767.0,70.0
Perdizes,Apartamento,126.0,3,1,3,2,801.0,2691.0,273.0
Vila Olímpia,Flat,43.0,1,1,1,1,577.0,2456.0,133.0
Indianópolis,Flat,32.0,1,1,1,1,700.0,2170.0,140.0
Vila Nova Conceição,Flat,40.0,1,1,1,1,630.0,2029.0,70.0
Pacaembu,Apartamento,298.0,5,2,4,3,2132.0,9132.0,840.0
Cerqueira César,Flat,29.0,1,1,1,1,840.0,2450.0,140.0
Vila Uberabinha,Flat,33.0,1,1,1,1,770.0,2170.0,140.0
Cidade Monções,Flat,46.0,1,1,1,1,1750.0,4900.0,140.0
Vila Regente Feijó,Apartamento,147.0,1,3,3,2,1105.0,3933.0,266.0
Consolação,Flat,28.0,1,0,1,1,858.0,2468.0,140.0
Jardim Sao Paulo,Apartamento,76.0,2,0,3,1,595.0,1767.0,84.0
Itaim Bibi,Apartamento,122.0,1,0,1,1,1190.0,6755.0,385.0
Santa Cecília,Apartamento,40.0,1,0,1,1,386.0,1767.0,70.0
Moema,Flat,32.0,1,0,1,1,651.0,2163.0,77.0
Vila Cordeiro,Apartamento,258.0,5,3,3,4,1330.0,8330.0,630.0
Bela Vista,Flat,50.0,1,0,1,1,840.0,2590.0,140.0
Consolação,Flat,28.0,1,0,1,1,672.0,1882.0,77.0
Cerqueira César,Flat,48.0,1,1,1,1,840.0,2170.0,140.0
Vila Nova Conceição,Flat,78.0,1,1,1,2,1750.0,8750.0,350.0
Indianópolis,Apartamento,205.0,1,1,1,1,861.0,3702.0,147.0
Jardim Paulista,Flat,35.0,1,0,1,1,721.0,2695.0,105.0
Cerqueira César,Flat,35.0,1,0,1,1,840.0,1959.0,140.0
Itaim Bibi,Flat,47.0,1,0,1,1,840.0,3360.0,140.0
Cerqueira César,Flat,42.0,1,0,1,1,923.0,2163.0,147.0
Jardim Paulistano,Apartamento,100.0,2,0,1,1,1879.0,6079.0,381.0
Vila Uberabinha,Flat,40.0,1,0,1,1,840.0,2660.0,140.0
Chácara Santo Antônio,Flat,28.0,1,1,1,1,574.0,2022.0,77.0
Jardim Paulista,Flat,35.0,1,0,1,1,644.0,2043.0,62.0
Vila Deodoro,Apartamento,74.0,1,0,2,1,399.0,1798.0,62.0
Vila Suzana,Apartamento,160.0,5,0,3,4,875.0,4375.0,420.0
Vila Sofia,Apartamento,120.0,4,2,3,2,686.0,3234.0,266.0
Vila Gertrudes,Apartamento,165.0,4,1,3,3,1509.0,7459.0,487.0
Bela Vista,Apartamento,110.0,3,1,3,1,489.0,2800.0,78.0
Jardim Ampliação,Apartamento,83.0,1,1,3,2,574.0,1833.0,96.0
Paraíso,Apartamento,274.0,1,3,4,4,1481.0,13846.0,1129.0
Moema,Flat,55.0,1,1,1,1,847.0,2443.0,91.0
Santo Amaro,Apartamento,140.0,5,3,4,2,840.0,3639.0,513.0
Santo Amaro,Apartamento,370.0,5,3,4,4,2100.0,9100.0,1365.0
Campo Belo,Apartamento,100.0,1,1,3,2,819.0,2919.0,171.0
Vila Campo Grande,Apartamento,120.0,4,1,3,2,805.0,3255.0,256.0
Moema,Apartamento,287.0,1,2,4,4,1512.0,7811.0,947.0
Bela Vista,Flat,50.0,2,1,1,1,840.0,2310.0,140.0
Vila Isa,Apartamento,107.0,3,1,3,2,525.0,2625.0,175.0
Jardim Paulista,Flat,33.0,1,1,1,1,909.0,1959.0,280.0
Tatuapé,Apartamento,70.0,1,0,2,2,482.0,1767.0,77.0
República,Apartamento,31.0,1,0,1,1,386.0,1767.0,1365.0
Cerqueira César,Apartamento,130.0,1,0,3,1,386.0,2831.0,171.0
Campo Belo,Flat,27.0,1,1,1,1,909.0,2870.0,89.0
Saúde,Apartamento,87.0,2,0,2,1,386.0,1767.0,77.0
Vila Guarani,Apartamento,90.0,2,0,3,2,553.0,2023.0,122.0
Vila Carrão,Apartamento,57.0,1,0,2,1,386.0,1767.0,68.0
Saúde,Apartamento,80.0,1,0,3,1,602.0,2142.0,65.0
Vila Leopoldina,Apartamento,130.0,3,3,3,1,909.0,4970.0,350.0
Alto da Mooca,Apartamento,80.0,2,1,3,2,420.0,2240.0,210.0
Jardim Paulista,Flat,40.0,1,0,1,1,1246.0,2653.0,147.0
Cerqueira César,Flat,27.0,1,1,1,1,979.0,1973.0,125.0
Jardim Paulista,Flat,23.0,1,0,1,1,630.0,1889.0,70.0
Jardim Paulista,Flat,42.0,1,0,1,1,840.0,2590.0,140.0
Vila Nova Conceição,Apartamento,134.0,3,2,1,3,1446.0,4946.0,690.0
Cerqueira César,Flat,28.0,1,1,1,1,1120.0,2170.0,140.0
Consolação,Flat,28.0,1,1,1,1,1120.0,2338.0,112.0
Higienópolis,Apartamento,100.0,1,0,2,1,707.0,3017.0,77.0
Jardim Paulista,Flat,60.0,1,0,2,1,1190.0,3639.0,210.0
Vila Guilherme,Apartamento,50.0,1,1,2,1,386.0,1767.0,62.0
Vila Suzana,Apartamento,500.0,1,3,4,4,2450.0,13846.0,1365.0
Indianópolis,Flat,45.0,1,0,1,1,700.0,2660.0,70.0
Pompeia,Apartamento,38.0,1,0,1,1,550.0,1985.0,103.0
Cidade Monções,Apartamento,70.0,2,1,2,1,489.0,4690.0,203.0
Moema,Apartamento,192.0,1,3,1,4,1854.0,13846.0,809.0
Cerqueira César,Apartamento,170.0,2,1,3,2,1050.0,8400.0,364.0
Pinheiros,Apartamento,100.0,2,1,3,1,539.0,3339.0,66.0
Vila Olimpia,Flat,34.0,1,0,1,1,572.0,2345.0,105.0
Jardins,Flat,28.0,1,1,1,1,858.0,2258.0,93.0
Alto da Lapa,Apartamento,92.0,4,1,1,2,630.0,2660.0,350.0
Campo Belo,Flat,29.0,1,1,1,1,1260.0,2256.0,121.0
Perdizes,Apartamento,150.0,5,3,4,3,965.0,2996.0,359.0
Brooklin Paulista,Apartamento,67.0,1,1,1,2,560.0,2870.0,87.0
Jardim Paulista,Flat,39.0,1,1,1,1,979.0,2028.0,71.0
Vila Olímpia,Flat,50.0,1,1,1,1,770.0,3150.0,70.0
Paraíso,Apartamento,160.0,1,1,3,2,1190.0,7140.0,489.0
Jardins,Flat,35.0,1,1,1,1,770.0,2310.0,70.0
Vila Olímpia,Flat,30.0,1,0,1,1,815.0,2366.0,84.0
Liberdade,Flat,32.0,1,0,1,1,721.0,2226.0,84.0
Vila Olímpia,Flat,30.0,1,0,1,1,819.0,2366.0,84.0
Moema,Flat,30.0,1,1,1,1,840.0,2310.0,70.0
Consolação,Flat,35.0,1,1,1,1,840.0,2380.0,70.0
Moema,Flat,40.0,1,1,2,1,770.0,3849.0,70.0
Moema,Flat,35.0,1,1,1,1,770.0,2100.0,70.0
Chácara Santo Antônio,Flat,35.0,1,1,1,1,700.0,2100.0,70.0
Vila Nova Conceição,Apartamento,40.0,1,0,2,1,1064.0,4599.0,161.0
Perdizes,Flat,29.0,1,1,1,1,1260.0,2170.0,140.0
Perdizes,Apartamento,87.0,3,1,2,2,679.0,3618.0,203.0
Consolação,Flat,28.0,1,0,1,1,714.0,2022.0,77.0
Ch Encosto,Apartamento,149.0,1,1,3,4,857.0,3517.0,331.0
Jardins,Flat,35.0,1,1,1,1,770.0,2100.0,70.0
Vila Nova Conceição,Flat,42.0,1,1,1,1,770.0,3150.0,70.0
Brooklin,Flat,35.0,1,1,1,1,840.0,2240.0,70.0
Moema,Flat,30.0,1,1,1,1,840.0,2170.0,70.0
Jardins,Flat,70.0,1,1,1,1,770.0,3360.0,70.0
Chácara Santo Antônio,Flat,35.0,1,1,1,1,770.0,2100.0,70.0
Parque Colonial,Apartamento,130.0,2,2,4,2,1286.0,4086.0,465.0
Jardim das Vertentes,Apartamento,60.0,2,1,2,1,386.0,1767.0,1064.0
Vila Maria,Apartamento,64.0,1,0,2,1,386.0,1767.0,125.0
Jardins,Flat,35.0,1,1,1,1,770.0,1819.0,70.0
Itaim Bibi,Flat,40.0,1,1,1,1,979.0,3150.0,70.0
Chácara Santo Antônio,Flat,35.0,1,1,1,1,770.0,2310.0,70.0
Consolação,Flat,30.0,1,1,1,1,840.0,2100.0,70.0
Jardim Paulista,Flat,30.0,1,0,1,1,700.0,2590.0,70.0
Itaim Bibi,Flat,40.0,1,0,1,1,700.0,2800.0,140.0
Consolação,Flat,48.0,1,0,1,1,700.0,2800.0,70.0
Jardins,Flat,35.0,1,1,1,1,770.0,2310.0,70.0
Campos Elíseos,Flat,35.0,1,1,1,1,700.0,1767.0,140.0
Jardins,Flat,35.0,1,1,1,1,770.0,2029.0,70.0
Liberdade,Flat,32.0,1,0,1,1,717.0,2149.0,84.0
Jardim Olympia,Apartamento,134.0,3,1,3,2,630.0,2611.0,294.0
Perdizes,Flat,30.0,1,0,1,1,700.0,2380.0,70.0
Jardins,Flat,30.0,1,1,1,1,770.0,2100.0,70.0
Brooklin Paulista,Apartamento,67.0,1,1,1,1,700.0,3849.0,858.0
Vila Polopoli,Apartamento,98.0,1,1,4,2,592.0,2202.0,203.0
Vila Nova Conceição,Apartamento,54.0,1,1,1,1,510.0,6810.0,135.0
Parada Inglesa,Apartamento,53.0,1,0,2,1,399.0,1767.0,70.0
Cerqueira César,Apartamento,120.0,1,0,1,3,1889.0,8890.0,560.0
Planalto Paulista,Apartamento,273.0,5,3,4,4,2800.0,9555.0,686.0
Campo Belo,Apartamento,190.0,3,3,3,3,1052.0,4762.0,499.0
Campos Elíseos,Flat,32.0,1,0,1,1,528.0,1889.0,70.0
Jardim Paulista,Apartamento,36.0,1,1,1,1,665.0,3325.0,175.0
Jardim Paulista,Flat,34.0,1,0,1,1,979.0,3500.0,106.0
Jardim Fonte do Morumbi,Apartamento,213.0,5,3,3,4,1260.0,5810.0,1365.0
Perdizes,Apartamento,140.0,3,1,4,2,1354.0,4154.0,446.0
Jardim Paulista,Apartamento,36.0,1,1,1,1,665.0,3325.0,175.0
Vila Olímpia,Flat,30.0,1,0,1,1,787.0,2212.0,98.0
Jardim Paulista,Apartamento,36.0,1,1,1,1,665.0,3325.0,175.0
Perdizes,Flat,30.0,1,0,1,1,738.0,2303.0,77.0
Vila Clementino,Flat,30.0,1,0,1,1,717.0,1879.0,80.0
Jardim Paulista,Flat,34.0,1,0,1,1,535.0,1812.0,77.0
Itaim Bibi,Flat,30.0,1,0,1,1,822.0,2429.0,91.0
São Paulo,Flat,30.0,1,0,1,1,724.0,2226.0,84.0
Vila Olímpia,Flat,30.0,1,0,1,1,791.0,2212.0,98.0
Campos Elíseos,Flat,32.0,1,0,1,1,532.0,1889.0,70.0
Vila Uberabinha,Flat,34.0,1,0,1,1,805.0,2394.0,125.0
Jardim Paulista,Flat,34.0,1,0,1,1,710.0,2149.0,91.0
Vila Uberabinha,Flat,34.0,1,0,1,1,805.0,2394.0,125.0
Santo Amaro,Apartamento,209.0,5,3,4,4,1526.0,5586.0,466.0
Itaim Bibi,Flat,30.0,1,0,1,1,889.0,2772.0,98.0
Jardim Panorama,Apartamento,300.0,5,3,3,4,2800.0,13846.0,630.0
Jardins,Flat,35.0,1,1,1,1,1190.0,2380.0,70.0
Vila Olímpia,Apartamento,45.0,1,1,1,1,510.0,3521.0,77.0
Ipiranga,Apartamento,78.0,1,1,3,2,589.0,2199.0,1125.0
Cerqueira César,Flat,28.0,1,0,1,1,784.0,2366.0,84.0
Indianópolis,Flat,28.0,1,0,1,1,714.0,2093.0,77.0
Vila Nova Conceição,Flat,48.0,1,0,1,1,861.0,3010.0,140.0
Jardim Europa,Flat,40.0,1,0,1,1,1043.0,6454.0,196.0
Consolação,Flat,35.0,1,1,1,1,840.0,2660.0,70.0
Jardim Paulista,Flat,110.0,1,0,1,1,1029.0,5726.0,224.0
Vila Nova Conceição,Flat,55.0,1,0,1,1,889.0,2702.0,98.0
Moema,Flat,33.0,1,1,1,1,1050.0,2310.0,70.0
Perdizes,Flat,30.0,1,0,1,1,847.0,2156.0,84.0
Vila Nova Conceição,Flat,45.0,1,1,1,1,979.0,4550.0,70.0
Vila Clementino,Flat,28.0,1,0,1,1,525.0,1812.0,77.0
Moema,Flat,30.0,1,1,1,1,840.0,2170.0,70.0
Vila Clementino,Apartamento,75.0,3,3,3,2,1309.0,4109.0,210.0
Pompeia,Apartamento,170.0,1,1,3,1,1036.0,3695.0,275.0
Indianópolis,Flat,28.0,1,0,1,1,710.0,2093.0,77.0
Higienópolis,Apartamento,190.0,1,2,3,3,2450.0,8400.0,1050.0
Jardim Taquaral,Apartamento,95.0,3,1,3,2,560.0,2373.0,147.0
Jardim Paulista,Flat,34.0,1,0,1,1,979.0,3779.0,123.0
Jardim Paulista,Flat,48.0,1,1,1,1,1260.0,2660.0,140.0
Paraíso do Morumbi,Apartamento,350.0,1,3,4,4,2800.0,13846.0,1351.0
Vila Olímpia,Flat,35.0,1,1,1,1,770.0,2520.0,70.0
Higienópolis,Apartamento,500.0,1,3,4,4,2800.0,13846.0,1365.0
Vila Olímpia,Apartamento,153.0,5,3,3,2,1120.0,8119.0,334.0
Perdizes,Flat,30.0,1,0,1,1,843.0,2156.0,84.0
Moema,Flat,30.0,1,1,1,1,840.0,2310.0,70.0
Campo Belo,Flat,35.0,1,1,1,1,770.0,1959.0,70.0
Vila Nova Conceição,Flat,70.0,1,1,1,1,909.0,4900.0,70.0
Vila Nova Conceição,Flat,48.0,1,0,1,1,955.0,4172.0,168.0
Jardim Paulista,Flat,33.0,1,1,1,1,840.0,1889.0,77.0
Consolação,Flat,35.0,1,1,1,1,770.0,2520.0,62.0
Jardim Europa,Flat,40.0,1,0,1,1,1288.0,3143.0,147.0
Itaim Bibi,Flat,34.0,1,0,1,1,752.0,2499.0,91.0
Jardim Paulista,Flat,33.0,1,0,1,1,700.0,2100.0,140.0
Itaim Bibi,Flat,38.0,1,0,1,1,700.0,2100.0,210.0
Brooklin,Flat,40.0,1,1,1,1,1050.0,2100.0,140.0
Itaim Bibi,Flat,36.0,1,0,1,1,1050.0,2324.0,196.0
Jardins,Flat,35.0,1,1,1,1,770.0,2240.0,70.0
Liberdade,Flat,32.0,1,0,1,1,745.0,2156.0,84.0
Consolação,Flat,35.0,1,1,1,1,840.0,2100.0,70.0
Paraíso,Flat,40.0,1,1,1,1,979.0,2520.0,70.0
Jardim Europa,Flat,40.0,1,0,1,1,920.0,3842.0,147.0
Vila Nova Conceição,Apartamento,153.0,1,3,3,3,1190.0,6440.0,395.0
Itaim Bibi,Flat,36.0,1,0,1,1,864.0,2562.0,98.0
Jardim Paulista,Apartamento,36.0,1,1,1,1,665.0,3325.0,175.0
Perdizes,Flat,29.0,1,1,1,1,1050.0,2310.0,140.0
Cidade Monções,Apartamento,198.0,4,3,3,4,1488.0,7788.0,693.0
Vila Olímpia,Apartamento,70.0,1,1,1,1,557.0,4407.0,147.0
Itaim Bibi,Flat,38.0,1,1,1,1,840.0,2170.0,140.0
Moema,Flat,35.0,1,1,1,1,909.0,2240.0,70.0
Jabaquara,Apartamento,86.0,1,0,2,1,434.0,1767.0,125.0
Moema,Flat,35.0,1,1,1,1,770.0,2310.0,70.0
Jardins,Flat,35.0,1,1,1,1,770.0,2940.0,70.0
Moema,Flat,40.0,1,1,1,1,770.0,2380.0,70.0
Campos Elíseos,Flat,30.0,1,1,1,1,700.0,1767.0,70.0
Bela Vista,Flat,42.0,1,0,1,1,920.0,3031.0,118.0
Vila Olímpia,Apartamento,127.0,5,3,3,3,1003.0,8703.0,1120.0
Jardim Paulista,Flat,42.0,1,0,1,1,784.0,2191.0,77.0
Jardim Paulista,Flat,30.0,1,1,1,1,1014.0,1959.0,140.0
Vila Olímpia,Flat,30.0,1,0,1,1,728.0,2226.0,84.0
Moema,Flat,45.0,1,1,1,1,979.0,2800.0,70.0
Perdizes,Flat,33.0,1,1,1,1,840.0,1889.0,140.0
Paraíso,Flat,40.0,1,1,1,1,979.0,2520.0,70.0
Consolação,Flat,35.0,1,1,1,1,770.0,2660.0,70.0
Jardins,Flat,35.0,1,1,1,1,770.0,2240.0,70.0
Bosque da Saúde,Apartamento,80.0,2,1,2,1,560.0,2660.0,86.0
